id,pub,doi,exp_location,lat,long,unique_exp,exp,trial,type,feedback_manip,type_manip,conditioning_phase_source,inoculum_source,feedback_duration,focal_family,focal_sp,focal_func,focal_anatomical_group,focal_life_cycle,growth_response,N,nCnF,nCnF_sd,yCnF,yCnF_sd,nCyF,nCyF_sd,yCyF,yCyF_sd,vi_nCnF,vi_yCnF,vi_nCyF,vi_yCyF,RII_CSD,RII_CSD_Vi,RII_PSF,RII_PSF_Vi,RII_Int,RII_Int_Vi,
346,"Petermann, J.S., et al. (2008). Janzen-connell effects are widespread and strong enough to maintain diversity in grasslands. Ecology, 89, 2399–2406.",10.1890/07-2056.1,gh,47.3768866,8.541694,133,2,3,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,8,Poaceae,Arrhenatherum elatius,grass,monocot,perennial,shoot biomass,3,0.155330,0.077210,0.192000,0.057550,0.150670,0.066530,0.172670,0.075871,0.082360,0.029948,0.064992,0.064357,0.105577,0.112308,-0.015229,0.147352,-0.037778,0.241657,
349,"Petermann, J.S., et al. (2008). Janzen-connell effects are widespread and strong enough to maintain diversity in grasslands. Ecology, 89, 2399–2406.",10.1890/07-2056.1,gh,47.3768866,8.541694,134,3,3,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,8,Brassicaceae,Berteroa incana ,forb,dicot,perennial,shoot biomass,3,0.219500,0.099160,0.240500,0.143820,0.170000,0.088610,0.116330,0.061614,0.068027,0.119203,0.090562,0.093509,0.045652,0.187230,-0.127086,0.158589,-0.220895,0.371301,
350,"Petermann, J.S., et al. (2008). Janzen-connell effects are widespread and strong enough to maintain diversity in grasslands. Ecology, 89, 2399–2406.",10.1890/07-2056.1,gh,47.3768866,8.541694,135,4,1,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,8,Poaceae,Bromus sterilis,grass,monocot,annual,shoot biomass,3,0.189170,0.059250,0.311670,0.073850,0.202330,0.008330,0.176670,0.028431,0.032700,0.018715,0.000565,0.008633,0.244589,0.051415,0.033614,0.033265,-0.310061,0.060613,
355,"Petermann, J.S., et al. (2008). Janzen-connell effects are widespread and strong enough to maintain diversity in grasslands. Ecology, 89, 2399–2406.",10.1890/07-2056.1,gh,47.3768866,8.541694,136,5,3,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,8,Asteraceae,Centaurea jacea ,forb,dicot,perennial,shoot biomass,3,0.150330,0.030260,0.140000,0.032190,0.138000,0.043310,0.134000,0.076295,0.013506,0.017622,0.032832,0.108059,-0.035580,0.031128,-0.042764,0.046338,0.020866,0.172019,
358,"Petermann, J.S., et al. (2008). Janzen-connell effects are widespread and strong enough to maintain diversity in grasslands. Ecology, 89, 2399–2406.",10.1890/07-2056.1,gh,47.3768866,8.541694,137,6,3,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,8,Poaceae,Dactylis glomerata,grass,monocot,perennial,shoot biomass,3,0.216670,0.097820,0.382170,0.212800,0.249670,0.034430,0.167330,0.132794,0.067942,0.103350,0.006339,0.209937,0.276368,0.171291,0.070764,0.074281,-0.461737,0.387567,
361,"Petermann, J.S., et al. (2008). Janzen-connell effects are widespread and strong enough to maintain diversity in grasslands. Ecology, 89, 2399–2406.",10.1890/07-2056.1,gh,47.3768866,8.541694,138,7,3,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,8,Poaceae,Echinochloa crus-galli,grass,monocot,perennial,shoot biomass,3,0.225000,0.103750,0.400000,0.103270,0.147000,0.104990,0.041000,0.018248,0.070874,0.022218,0.170036,0.066030,0.280000,0.093093,-0.209677,0.240910,-0.604382,0.329158,
364,"Petermann, J.S., et al. (2008). Janzen-connell effects are widespread and strong enough to maintain diversity in grasslands. Ecology, 89, 2399–2406.",10.1890/07-2056.1,gh,47.3768866,8.541694,139,8,3,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,8,Poaceae,Festuca idahoensis ,grass,monocot,perennial,shoot biomass,3,0.161500,0.040530,0.254330,0.351790,0.119330,0.077570,0.035670,0.004726,0.020994,0.637750,0.140853,0.005851,0.223240,0.658744,-0.150162,0.161847,-0.603838,0.805448,
367,"Petermann, J.S., et al. (2008). Janzen-connell effects are widespread and strong enough to maintain diversity in grasslands. Ecology, 89, 2399–2406.",10.1890/07-2056.1,gh,47.3768866,8.541694,140,9,3,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,8,Rubiaceae,Galium mollugo,forb,dicot,annual,shoot biomass,3,0.204670,0.059360,0.200500,0.111710,0.198670,0.046310,0.068670,0.024705,0.028039,0.103475,0.018112,0.043143,-0.010292,0.131513,-0.014876,0.046151,-0.474889,0.192769,
370,"Petermann, J.S., et al. (2008). Janzen-connell effects are widespread and strong enough to maintain diversity in grasslands. Ecology, 89, 2399–2406.",10.1890/07-2056.1,gh,47.3768866,8.541694,141,10,3,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,8,Poaceae,Holcus lanatus,grass,monocot,perennial,shoot biomass,3,0.155830,0.030490,0.240670,0.106030,0.148330,0.021390,0.199670,0.031390,0.012761,0.064698,0.006932,0.008238,0.213972,0.077459,-0.024658,0.019693,-0.068452,0.092629,
373,"Petermann, J.S., et al. (2008). Janzen-connell effects are widespread and strong enough to maintain diversity in grasslands. Ecology, 89, 2399–2406.",10.1890/07-2056.1,gh,47.3768866,8.541694,142,11,3,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,8,Poaceae,Hordeum murinum ,grass,monocot,perennial,shoot biomass,3,0.183170,0.042580,0.229330,0.042940,0.079330,0.032150,0.177670,0.054012,0.018013,0.011686,0.054748,0.030806,0.111903,0.029699,-0.395581,0.072760,0.268652,0.115253,
376,"Petermann, J.S., et al. (2008). Janzen-connell effects are widespread and strong enough to maintain diversity in grasslands. Ecology, 89, 2399–2406.",10.1890/07-2056.1,gh,47.3768866,8.541694,143,12,3,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,8,Brassicaceae,Lepidium campestre ,forb,dicot,annual,shoot biomass,3,0.147330,0.098570,0.161000,0.110630,0.121330,0.086190,0.007000,0.003000,0.149206,0.157388,0.168212,0.061224,0.044336,0.306594,-0.096777,0.317418,-0.819890,0.536030,
379,"Petermann, J.S., et al. (2008). Janzen-connell effects are widespread and strong enough to maintain diversity in grasslands. Ecology, 89, 2399–2406.",10.1890/07-2056.1,gh,47.3768866,8.541694,144,13,3,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,8,Asteraceae,Leucanthemum vulgare,forb,dicot,perennial,shoot biomass,3,0.159330,0.112430,0.294330,0.139390,0.146000,0.011530,0.222000,0.021656,0.165977,0.074761,0.002079,0.003172,0.297580,0.240738,-0.043658,0.168056,-0.096427,0.245989,
382,"Petermann, J.S., et al. (2008). Janzen-connell effects are widespread and strong enough to maintain diversity in grasslands. Ecology, 89, 2399–2406.",10.1890/07-2056.1,gh,47.3768866,8.541694,145,14,3,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,8,Fabaceae,Medicago lupulina ,forb,dicot,annual,shoot biomass,3,0.749170,0.367590,0.703330,0.284540,0.884330,0.131930,0.389000,0.022869,0.080250,0.054557,0.007419,0.001152,-0.031559,0.134807,0.082743,0.087669,-0.370504,0.143378,
385,"Petermann, J.S., et al. (2008). Janzen-connell effects are widespread and strong enough to maintain diversity in grasslands. Ecology, 89, 2399–2406.",10.1890/07-2056.1,gh,47.3768866,8.541694,146,15,3,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,8,Fabaceae,Melilotus albus,forb,dicot,annual,shoot biomass,3,0.567830,0.100510,0.636330,0.136520,0.715670,0.205580,0.521670,0.090224,0.010444,0.015343,0.027505,0.009971,0.056886,0.025787,0.115185,0.037949,-0.214201,0.063263,
388,"Petermann, J.S., et al. (2008). Janzen-connell effects are widespread and strong enough to maintain diversity in grasslands. Ecology, 89, 2399–2406.",10.1890/07-2056.1,gh,47.3768866,8.541694,147,16,3,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,8,Poaceae,Panicum capillare ,grass,monocot,annual,shoot biomass,3,0.206500,0.068650,0.346330,0.133510,0.228670,0.213290,0.260670,0.134050,0.036840,0.049537,0.290002,0.088152,0.252935,0.086377,0.050946,0.326842,-0.192066,0.464530,
391,"Petermann, J.S., et al. (2008). Janzen-connell effects are widespread and strong enough to maintain diversity in grasslands. Ecology, 89, 2399–2406.",10.1890/07-2056.1,gh,47.3768866,8.541694,148,17,3,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,8,Plantaginaceae,Plantago lanceolata,forb,dicot,annual,shoot biomass,3,0.187500,0.078270,0.276000,0.091480,0.171330,0.037650,0.092330,0.080649,0.058085,0.036620,0.016097,0.254326,0.190939,0.094705,-0.045063,0.074182,-0.453593,0.365128,
394,"Petermann, J.S., et al. (2008). Janzen-connell effects are widespread and strong enough to maintain diversity in grasslands. Ecology, 89, 2399–2406.",10.1890/07-2056.1,gh,47.3768866,8.541694,149,18,3,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,8,Asteraceae,Tanacetum vulgare ,forb,dicot,perennial,shoot biomass,3,0.125830,0.077000,0.109500,0.064520,0.138000,0.086280,0.019000,0.003464,0.124822,0.115728,0.130299,0.011080,-0.069392,0.240550,0.046128,0.255121,-0.750408,0.381929,
397,"Petermann, J.S., et al. (2008). Janzen-connell effects are widespread and strong enough to maintain diversity in grasslands. Ecology, 89, 2399–2406.",10.1890/07-2056.1,gh,47.3768866,8.541694,150,19,3,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,8,Fabaceae,Trifolium campestre,forb,dicot,annual,shoot biomass,3,0.605830,0.165690,0.299000,0.159560,0.503670,0.035230,0.256670,0.080749,0.024933,0.094926,0.001631,0.032992,-0.339102,0.119859,-0.092078,0.026564,0.015899,0.154481,
400,"Petermann, J.S., et al. (2008). Janzen-connell effects are widespread and strong enough to maintain diversity in grasslands. Ecology, 89, 2399–2406.",10.1890/07-2056.1,gh,47.3768866,8.541694,151,20,3,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,8,Fabaceae,Trifolium incarnatum,forb,dicot,annual,shoot biomass,3,0.302170,0.125410,0.187670,0.108180,0.349670,0.345360,0.194330,0.116929,0.057417,0.110760,0.325167,0.120682,-0.233750,0.168177,0.072871,0.382584,-0.055436,0.614026,
403,"Petermann, J.S., et al. (2008). Janzen-connell effects are widespread and strong enough to maintain diversity in grasslands. Ecology, 89, 2399–2406.",10.1890/07-2056.1,gh,47.3768866,8.541694,152,21,3,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,8,Fabaceae,Trifolium  pratense,forb,dicot,annual,shoot biomass,3,0.759000,0.188090,0.673830,0.338720,0.538330,0.081400,0.222330,0.112811,0.020470,0.084229,0.007621,0.085819,-0.059442,0.104699,-0.170096,0.028092,-0.333721,0.198140,
406,"Petermann, J.S., et al. (2008). Janzen-connell effects are widespread and strong enough to maintain diversity in grasslands. Ecology, 89, 2399–2406.",10.1890/07-2056.1,gh,47.3768866,8.541694,153,22,3,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,8,Fabaceae,Trifolium repens,forb,dicot,annual,shoot biomass,3,0.976170,0.218730,1.234330,0.316810,0.876670,0.313840,0.450670,0.076957,0.016736,0.021959,0.042719,0.009720,0.116788,0.038695,-0.053701,0.059455,-0.411379,0.091134,
409,"Petermann, J.S., et al. (2008). Janzen-connell effects are widespread and strong enough to maintain diversity in grasslands. Ecology, 89, 2399–2406.",10.1890/07-2056.1,gh,47.3768866,8.541694,154,23,3,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,8,Fabaceae,Vicia cracca,forb,dicot,perennial,shoot biomass,3,0.497000,0.144210,0.452830,0.111200,0.449000,0.189610,0.383330,0.099123,0.028064,0.020101,0.059444,0.022289,-0.046503,0.048165,-0.050740,0.087509,-0.032378,0.129898,
412,"Petermann, J.S., et al. (2008). Janzen-connell effects are widespread and strong enough to maintain diversity in grasslands. Ecology, 89, 2399–2406.",10.1890/07-2056.1,gh,47.3768866,8.541694,155,24,3,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,8,Fabaceae,Vicia villosa,forb,dicot,perennial,shoot biomass,3,0.893670,0.234040,1.260330,0.289000,0.899670,0.351210,0.783000,0.252684,0.022861,0.017527,0.050798,0.034714,0.170223,0.040388,0.003346,0.073659,-0.236950,0.125901,
413,"Rodríguez-Echeverría, S., et al. (2013). The effect of soil legacy on competition and invasion by Acacia dealbata Link. Plant Ecol., 214, 1139–1146.",10.1007/s11258-013-0238-2,field,40.2138889,-8.399444444,156,1,1,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,64,Fabaceae,Acacia dealbata,tree,dicot,perennial,shoot biomass,10,4.686220,3.127950,10.676110,5.440700,11.586740,7.841040,15.587080,9.717679,0.044553,0.025971,0.045796,0.038868,0.389908,0.070523,0.424048,0.090348,-0.237058,0.155187,
414,"Rodríguez-Echeverría, S., et al. (2013). The effect of soil legacy on competition and invasion by Acacia dealbata Link. Plant Ecol., 214, 1139–1146.",10.1007/s11258-013-0238-2,field,40.2138889,-8.399444444,157,2,1,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,64,Pinaceae,Pinus pinaster,tree,gymnosperm,perennial,shoot biomass,10,2.389190,0.856230,1.722920,1.184700,3.354240,1.177770,1.642220,1.510304,0.012843,0.047281,0.012329,0.084580,-0.162026,0.060124,0.168027,0.025173,-0.192008,0.157033,
452,"Yu, L., et al. (2017). Effects of phosphorus availability on later stages of primary succession in Gongga Mountain glacier retreat area. Environmental and Experimental Botany, 141, 103-112.",10.1016/j.envexpbot.2017.07.010,gh,,,174,1,1,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,50,Pinaceae,Abies fabri,tree,dicot,perennial,total biomass,5,4.637084,0.374103,3.553550,0.561363,4.523851,0.280543,4.528259,0.842044,0.001302,0.004991,0.000769,0.006916,-0.132289,0.006293,-0.012360,0.002071,0.132966,0.013978,
453,"Yu, L., et al. (2017). Effects of phosphorus availability on later stages of primary succession in Gongga Mountain glacier retreat area. Environmental and Experimental Botany, 141, 103-112.",10.1016/j.envexpbot.2017.07.010,gh,,,174,1,2,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,50,Pinaceae,Abies fabri,tree,dicot,perennial,total biomass,5,5.446661,0.842044,6.957488,0.374381,6.547081,0.561085,8.392516,0.654785,0.004780,0.000579,0.001469,0.001217,0.121800,0.005359,0.091749,0.006249,0.001738,0.008046,
454,"Yu, L., et al. (2017). Effects of phosphorus availability on later stages of primary succession in Gongga Mountain glacier retreat area. Environmental and Experimental Botany, 141, 103-112.",10.1016/j.envexpbot.2017.07.010,gh,,,175,2,1,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,50,Pinaceae,Picea brachytyla,tree,gymnosperm,perennial,total biomass,5,15.464684,1.163753,12.713755,1.496254,14.646840,0.831252,15.315985,0.166250,0.001133,0.002770,0.000644,0.000024,-0.097625,0.003903,-0.027160,0.001777,0.119999,0.004570,
455,"Yu, L., et al. (2017). Effects of phosphorus availability on later stages of primary succession in Gongga Mountain glacier retreat area. Environmental and Experimental Botany, 141, 103-112.",10.1016/j.envexpbot.2017.07.010,gh,,,175,2,2,competition,own_foreign,con_hetero,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,50,Pinaceae,Picea brachytyla,tree,gymnosperm,perennial,total biomass,5,16.505576,1.163753,15.985130,1.662504,17.546468,0.665002,17.472119,0.665002,0.000994,0.002163,0.000287,0.000290,-0.016018,0.003158,0.030568,0.001282,0.013877,0.003735,
17,"Bever, J.D. (1994). Feeback between Plants and Their Soil Communities in an Old Field Community. Ecology, 75, 1965–1977.",10.2307/1941601,gh,35.9940329,-78.898619,14,1,4,competition,live_sterile,con_hetero,planted focal species in inoculum of old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,16,Poaceae,Danthonia spicata,grass,monocot,perennial,total biomass,6,0.679600,0.181200,0.383660,0.167010,0.557690,0.181200,0.439300,0.151819,0.011848,0.031582,0.017595,0.019906,-0.278333,0.043430,-0.098530,0.029443,0.166139,0.080931,
21,"Bever, J.D. (1994). Feeback between Plants and Their Soil Communities in an Old Field Community. Ecology, 75, 1965–1977.",10.2307/1941601,gh,35.9940329,-78.898619,15,2,4,competition,live_sterile,con_hetero,planted focal species in inoculum of old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,16,Poaceae,Panicum sphaerocarpon,grass,monocot,perennial,total biomass,6,0.250710,0.181200,0.462170,0.181200,0.393180,0.181200,0.504670,0.181189,0.087061,0.025619,0.035398,0.021483,0.296628,0.112680,0.221265,0.122459,-0.177307,0.169561,
301,"Pendergast, T.H., Burke, D.J., & Carson, W.P. (2013). Belowground biotic complexity drives aboveground dynamics: A test of the soil community feedback model. New Phytol., 197, 1300–1310.",10.1111/nph.12105,gh,40.4406248,-79.9958864,126,1,1,competition,live_sterile,con_hetero,planted focal species in inoculum of old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,16,Asteraceae,Solidago altissima,forb,dicot,perennial,shoot biomass,7,3.393990,0.942540,5.061000,1.251510,2.859580,0.844890,5.506130,1.161617,0.011017,0.008736,0.012471,0.006358,0.197163,0.019753,-0.085457,0.023488,0.127581,0.038582,
302,"Pendergast, T.H., Burke, D.J., & Carson, W.P. (2013). Belowground biotic complexity drives aboveground dynamics: A test of the soil community feedback model. New Phytol., 197, 1300–1310.",10.1111/nph.12105,gh,40.4406248,-79.9958864,126,1,2,competition,live_sterile,con_hetero,planted focal species in inoculum of old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,16,Asteraceae,Solidago altissima,forb,dicot,perennial,shoot biomass,7,3.393990,0.942540,5.839500,2.040750,2.859580,0.844890,3.218400,1.294778,0.011017,0.017447,0.012471,0.023121,0.264852,0.028465,-0.085457,0.023488,-0.203915,0.064057,
303,"Pendergast, T.H., Burke, D.J., & Carson, W.P. (2013). Belowground biotic complexity drives aboveground dynamics: A test of the soil community feedback model. New Phytol., 197, 1300–1310.",10.1111/nph.12105,gh,40.4406248,-79.9958864,126,1,3,competition,live_sterile,con_hetero,planted focal species in inoculum of old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,16,Asteraceae,Solidago altissima,forb,dicot,perennial,shoot biomass,7,3.393990,0.942540,3.241800,1.749730,2.859580,0.844890,3.097250,1.128757,0.011017,0.041617,0.012471,0.018974,-0.022935,0.052635,-0.085457,0.023488,0.062654,0.084079,
307,"Pendergast, T.H., Burke, D.J., & Carson, W.P. (2013). Belowground biotic complexity drives aboveground dynamics: A test of the soil community feedback model. New Phytol., 197, 1300–1310.",10.1111/nph.12105,gh,40.4406248,-79.9958864,127,2,1,competition,live_sterile,con_hetero,planted focal species in inoculum of old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,16,Asteraceae,Solidago rugosa,forb,dicot,perennial,shoot biomass,7,1.558300,0.942540,0.691200,0.811320,2.755690,0.932760,0.709670,0.452503,0.052264,0.196824,0.016367,0.058081,-0.385463,0.249088,0.277560,0.068631,-0.264375,0.323536,
308,"Pendergast, T.H., Burke, D.J., & Carson, W.P. (2013). Belowground biotic complexity drives aboveground dynamics: A test of the soil community feedback model. New Phytol., 197, 1300–1310.",10.1111/nph.12105,gh,40.4406248,-79.9958864,127,2,2,competition,live_sterile,con_hetero,planted focal species in inoculum of old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,16,Asteraceae,Solidago rugosa,forb,dicot,perennial,shoot biomass,7,1.558300,0.942540,1.660830,1.481590,2.755690,0.932760,0.578860,0.586378,0.052264,0.113686,0.016367,0.146592,0.031850,0.165950,0.277560,0.068631,-0.760649,0.328909,
309,"Pendergast, T.H., Burke, D.J., & Carson, W.P. (2013). Belowground biotic complexity drives aboveground dynamics: A test of the soil community feedback model. New Phytol., 197, 1300–1310.",10.1111/nph.12105,gh,40.4406248,-79.9958864,127,2,3,competition,live_sterile,con_hetero,planted focal species in inoculum of old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,16,Asteraceae,Solidago rugosa,forb,dicot,perennial,shoot biomass,7,1.558300,0.942540,0.725670,1.309980,2.755690,0.932760,1.024710,0.498142,0.052264,0.465536,0.016367,0.033760,-0.364554,0.517799,0.277560,0.068631,-0.106717,0.567927,
313,"Pendergast, T.H., Burke, D.J., & Carson, W.P. (2013). Belowground biotic complexity drives aboveground dynamics: A test of the soil community feedback model. New Phytol., 197, 1300–1310.",10.1111/nph.12105,gh,40.4406248,-79.9958864,128,3,1,competition,live_sterile,con_hetero,planted focal species in inoculum of old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,16,Asteraceae,Symphyotrichum novae-angliae,forb,dicot,perennial,shoot biomass,7,2.150690,0.942540,1.430570,1.236640,2.203260,0.943540,2.336000,3.593433,0.027438,0.106751,0.026199,0.338046,-0.201080,0.134188,0.012074,0.053637,0.228312,0.498433,
314,"Pendergast, T.H., Burke, D.J., & Carson, W.P. (2013). Belowground biotic complexity drives aboveground dynamics: A test of the soil community feedback model. New Phytol., 197, 1300–1310.",10.1111/nph.12105,gh,40.4406248,-79.9958864,128,3,2,competition,live_sterile,con_hetero,planted focal species in inoculum of old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,16,Asteraceae,Symphyotrichum novae-angliae,forb,dicot,perennial,shoot biomass,7,2.150690,0.942540,2.120600,6.952300,2.203260,0.943540,5.841200,5.552347,0.027438,1.535470,0.026199,0.129078,-0.007045,1.562908,0.012074,0.053637,0.455232,1.718185,
315,"Pendergast, T.H., Burke, D.J., & Carson, W.P. (2013). Belowground biotic complexity drives aboveground dynamics: A test of the soil community feedback model. New Phytol., 197, 1300–1310.",10.1111/nph.12105,gh,40.4406248,-79.9958864,128,3,3,competition,live_sterile,con_hetero,planted focal species in inoculum of old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,16,Asteraceae,Symphyotrichum novae-angliae,forb,dicot,perennial,shoot biomass,7,2.150690,0.942540,1.845430,2.974360,2.203260,0.943540,3.317000,4.165100,0.027438,0.371102,0.026199,0.225249,-0.076389,0.398540,0.012074,0.053637,0.272980,0.649988,
319,"Pendergast, T.H., Burke, D.J., & Carson, W.P. (2013). Belowground biotic complexity drives aboveground dynamics: A test of the soil community feedback model. New Phytol., 197, 1300–1310.",10.1111/nph.12105,gh,40.4406248,-79.9958864,129,4,1,competition,live_sterile,con_hetero,planted focal species in inoculum of old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,16,Asteraceae,Symphyotrichum pilosum,forb,dicot,perennial,shoot biomass,7,3.673900,0.942540,3.612800,1.373650,3.250040,0.883220,4.481570,1.633302,0.009403,0.020652,0.010550,0.018975,-0.008385,0.030055,-0.061217,0.019953,0.168547,0.059580,
320,"Pendergast, T.H., Burke, D.J., & Carson, W.P. (2013). Belowground biotic complexity drives aboveground dynamics: A test of the soil community feedback model. New Phytol., 197, 1300–1310.",10.1111/nph.12105,gh,40.4406248,-79.9958864,129,4,2,competition,live_sterile,con_hetero,planted focal species in inoculum of old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,16,Asteraceae,Symphyotrichum pilosum,forb,dicot,perennial,shoot biomass,7,3.673900,0.942540,5.653200,1.888080,3.250040,0.883220,7.708500,2.194307,0.009403,0.015935,0.010550,0.011576,0.212210,0.025338,-0.061217,0.019953,0.215037,0.047464,
321,"Pendergast, T.H., Burke, D.J., & Carson, W.P. (2013). Belowground biotic complexity drives aboveground dynamics: A test of the soil community feedback model. New Phytol., 197, 1300–1310.",10.1111/nph.12105,gh,40.4406248,-79.9958864,129,4,3,competition,live_sterile,con_hetero,planted focal species in inoculum of old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,16,Asteraceae,Symphyotrichum pilosum,forb,dicot,perennial,shoot biomass,7,3.673900,0.942540,7.045570,3.159130,3.250040,0.883220,8.494290,2.011036,0.009403,0.028721,0.010550,0.008007,0.314537,0.038124,-0.061217,0.019953,0.154443,0.056681,
15,"Bever, J.D. (1994). Feeback between Plants and Their Soil Communities in an Old Field Community. Ecology, 75, 1965–1977.",10.2307/1941601,gh,35.9940329,-78.898619,14,1,2,competition,own_foreign,con_hetero,planted focal species in inoculum of old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,16,Poaceae,Danthonia spicata,grass,monocot,perennial,total biomass,6,0.592830,0.184550,0.414210,0.177130,0.557690,0.181200,0.439300,0.151819,0.016152,0.030478,0.017595,0.019906,-0.177371,0.046630,-0.030543,0.033746,0.059939,0.084130,
19,"Bever, J.D. (1994). Feeback between Plants and Their Soil Communities in an Old Field Community. Ecology, 75, 1965–1977.",10.2307/1941601,gh,35.9940329,-78.898619,15,2,2,competition,own_foreign,con_hetero,planted focal species in inoculum of old field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,16,Poaceae,Panicum sphaerocarpon,grass,monocot,perennial,total biomass,6,0.382220,0.184550,0.474570,0.184550,0.393180,0.181200,0.504670,0.181189,0.038855,0.025204,0.035398,0.021483,0.107786,0.064060,0.014135,0.074254,0.016603,0.120941,
55,"Elgersma, K.J., et al. (2012). Microbial-mediated feedbacks of leaf litter on invasive plant growth and interspecific competition. Plant Soil, 356, 341–355.",10.1007/s11104-011-1117-z,gh,40.4862157,-74.4518188,41,1,1,competition,own_foreign,con_hetero,"conditioned soil with decomposing litter of certain species, then used this soil for feedback phase",conditioned_in_gh,14,Berberidaceae,Berberis thunbergii,shrub,dicot,perennial,shoot biomass,20,0.226400,0.043000,0.193740,0.043800,0.305490,0.053060,0.320830,0.094035,0.001804,0.002556,0.001508,0.004295,-0.077736,0.004359,0.148696,0.003312,0.098287,0.010163,
56,"Elgersma, K.J., et al. (2012). Microbial-mediated feedbacks of leaf litter on invasive plant growth and interspecific competition. Plant Soil, 356, 341–355.",10.1007/s11104-011-1117-z,gh,40.4862157,-74.4518188,42,2,1,competition,own_foreign,con_hetero,"conditioned soil with decomposing litter of certain species, then used this soil for feedback phase",conditioned_in_gh,14,Adoxaceae,Viburnum dentatum,shrub,dicot,perennial,shoot biomass,20,2.167150,0.252570,2.706060,0.460820,1.372720,0.156450,1.273560,0.103057,0.000679,0.001450,0.000649,0.000327,0.110586,0.002129,-0.224423,0.001329,-0.135535,0.003106,
92,"Hendriks, M., et al. (2015). Spatial heterogeneity of plant–soil feedback affects root interactions and interspecific competition. New Phytologist, 207, 830-840.",10.1111/nph.13394,gh,51.9692,5.6654,48,1,1,competition,own_foreign,con_hetero,planted focal species in inoculum of field soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,7,Asteraceae,Leucanthemum vulgare,forb,dicot,perennial,shoot biomass,6,0.675000,0.173914,0.542000,0.018766,0.724000,0.006165,0.860000,0.004554,0.011064,0.000200,0.000012,0.000005,-0.109285,0.011264,0.035025,0.011076,0.191794,0.011280,
